,movie,year,imdb,metascore,votes,n_imdb
530,Good Bye Lenin!,2003,7.7,68,121632,77.0
531,Scary Movie 3,2003,5.5,49,119346,55.0
532,The Recruit,2003,6.6,56,119140,66.0
533,Bad Santa,2003,7.1,70,118565,71.0
534,Dogville,2003,8.0,60,116136,80.0
535,The Texas Chainsaw Massacre,2003,6.2,38,115489,62.0
536,Monster,2003,7.3,74,114726,73.0
537,Matchstick Men,2003,7.3,61,112225,73.0
538,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,110618,55.0
539,Charlie's Angels: Full Throttle,2003,4.8,48,106279,48.0
540,Freaky Friday,2003,6.1,70,105370,61.0
541,Tears of the Sun,2003,6.6,48,99665,66.0
542,Something's Gotta Give,2003,6.7,66,96904,67.0
543,Freddy vs. Jason,2003,5.8,37,95873,58.0
544,The Life of David Gale,2003,7.6,31,95143,76.0
545,Gothika,2003,5.8,38,94738,58.0
546,Wrong Turn,2003,6.1,32,94161,61.0
547,Paycheck,2003,6.3,43,93931,63.0
548,The Dreamers,2003,7.2,62,90229,72.0
549,Shanghai Knights,2003,6.2,58,87686,62.0
550,The Rundown,2003,6.7,59,87522,67.0
551,The Core,2003,5.5,48,81492,55.0
552,Salinui chueok,2003,8.1,82,81120,81.0
553,Intolerable Cruelty,2003,6.3,71,81027,63.0
554,Cheaper by the Dozen,2003,5.8,46,80929,58.0
555,Runaway Jury,2003,7.1,61,80823,71.0
556,Dreamcatcher,2003,5.5,35,80404,55.0
557,Brother Bear,2003,6.8,48,77933,68.0
558,Elephant,2003,7.2,70,75306,72.0
559,Thirteen,2003,6.8,70,72436,68.0
560,Bom yeoreum gaeul gyeoul geurigo bom,2003,8.1,85,66977,81.0
561,Mona Lisa Smile,2003,6.4,45,66152,64.0
562,House of 1000 Corpses,2003,6.0,31,64971,60.0
563,Girl with a Pearl Earring,2003,7.0,72,64140,70.0
564,Ong-bak,2003,7.2,69,64055,72.0
565,Holes,2003,7.1,71,63480,71.0
566,The Station Agent,2003,7.7,81,61138,77.0
567,Just Married,2003,5.4,28,60738,54.0
568,Seabiscuit,2003,7.3,72,60108,73.0
569,Jeux d'enfants,2003,7.7,45,59625,77.0
570,House of Sand and Fog,2003,7.6,71,58931,76.0
571,Haute tension,2003,6.8,42,58833,68.0
572,Open Range,2003,7.5,67,57619,75.0
573,Peter Pan,2003,6.9,64,57598,69.0
574,Timeline,2003,5.6,28,55177,56.0
575,Daddy Day Care,2003,5.5,39,53513,55.0
576,Basic,2003,6.5,34,52927,65.0
577,Kal Ho Naa Ho,2003,8.0,54,51686,80.0
578,What a Girl Wants,2003,5.8,41,51452,58.0
579,Coffee and Cigarettes,2003,7.1,65,51044,71.0
580,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,50799,47.0
581,Jeepers Creepers II,2003,5.6,36,49560,56.0
582,Out of Time,2003,6.5,63,49289,65.0
583,Duplex,2003,5.9,50,49003,59.0
584,"Janghwa, Hongryeon",2003,7.2,65,46736,72.0
585,Stuck on You,2003,5.8,62,46602,58.0
586,Secondhand Lions,2003,7.6,52,45866,76.0
587,Open Water,2003,5.7,63,45182,57.0
588,Les triplettes de Belleville,2003,7.8,91,45013,78.0
589,Spy Kids 3: Game Over,2003,4.2,57,44322,42.0
590,Bulletproof Monk,2003,5.5,40,44036,55.0
591,American Splendor,2003,7.5,90,43662,75.0
592,Gigli,2003,2.4,18,42950,24.0
593,Zatôichi,2003,7.6,75,42850,76.0
594,National Security,2003,5.6,31,41465,56.0
595,A Man Apart,2003,6.1,36,40472,61.0
596,11:14,2003,7.2,65,39987,72.0
597,Sinbad: Legend of the Seven Seas,2003,6.7,48,39976,67.0
598,The Cat in the Hat,2003,3.8,19,39700,38.0
599,Under the Tuscan Sun,2003,6.8,52,39290,68.0
600,Honey,2003,5.3,37,38966,53.0
601,The Hunted,2003,6.0,40,37953,60.0
602,Swimming Pool,2003,6.8,70,37117,68.0
603,Cradle 2 the Grave,2003,5.8,36,36993,58.0
604,Down with Love,2003,6.3,52,35100,63.0
605,The Haunted Mansion,2003,4.9,34,34939,49.0
606,Vozvrashchenie,2003,8.0,82,34267,80.0
607,Radio,2003,6.9,38,33965,69.0
608,House of the Dead,2003,2.0,15,33369,20.0
609,The Medallion,2003,5.2,38,32927,52.0
610,Hollywood Homicide,2003,5.3,47,32628,53.0
611,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,32143,34.0
612,Ondskan,2003,7.8,61,31901,78.0
613,Bringing Down the House,2003,5.6,39,31443,56.0
614,Confidence,2003,6.7,59,31365,67.0
615,Uptown Girls,2003,6.1,33,30932,61.0
616,The Lizzie McGuire Movie,2003,5.4,56,30259,54.0
617,Shattered Glass,2003,7.2,73,30235,72.0
618,The Cooler,2003,7.0,69,29603,70.0
619,The Missing,2003,6.5,55,29176,65.0
620,Touching the Void,2003,8.1,82,29035,81.0
621,Agent Cody Banks,2003,5.1,41,28773,51.0
622,Darkness Falls,2003,5.0,23,27336,50.0
623,Looney Tunes: Back in Action,2003,5.7,64,26980,57.0
624,Anything Else,2003,6.4,43,26677,64.0
625,The Human Stain,2003,6.3,57,26672,63.0
626,Les invasions barbares,2003,7.7,70,25891,77.0
627,Kangaroo Jack,2003,4.4,16,25145,44.0
628,From Justin to Kelly,2003,2.1,14,24003,21.0
629,Beyond Borders,2003,6.5,32,23844,65.0
630,A Mighty Wind,2003,7.3,81,23300,73.0
631,Ned Kelly,2003,6.5,56,22885,65.0
632,Tokyo Goddofazazu,2003,7.9,73,22444,79.0
633,View from the Top,2003,5.2,27,22415,52.0
634,My Life Without Me,2003,7.6,57,22073,76.0
635,Kontroll,2003,7.7,72,21139,77.0
636,The United States of Leland,2003,7.1,37,20916,71.0
637,Capturing the Friedmans,2003,7.8,90,20759,78.0
638,Calendar Girls,2003,6.9,60,20580,69.0
639,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20374,82.0
640,In the Cut,2003,5.3,46,19487,53.0
641,Wonderland,2003,6.6,43,19451,66.0
642,Cold Creek Manor,2003,4.9,37,19127,49.0
643,The Corporation,2003,8.1,73,18927,81.0
644,Code 46,2003,6.2,57,18773,62.0
645,Pieces of April,2003,7.1,70,18569,71.0
646,Saints and Soldiers,2003,6.8,56,18556,68.0
647,La meglio gioventù,2003,8.5,89,17656,85.0
648,Veronica Guerin,2003,6.9,55,17114,69.0
649,Malibu's Most Wanted,2003,5.1,43,16808,51.0
650,De grønne slagtere,2003,7.3,54,16122,73.0
651,Willard,2003,6.2,61,15886,62.0
652,Head of State,2003,5.4,44,15737,54.0
653,The Order,2003,5.2,21,15621,52.0
654,Latter Days,2003,7.1,45,15293,71.0
655,Carandiru,2003,7.6,71,15168,76.0
656,Chakushin ari,2003,6.2,54,15023,62.0
657,A Guy Thing,2003,5.6,27,14981,56.0
658,Eternal Sunshine of the Spotless Mind,2004,8.3,89,739951,83.0
659,Kill Bill: Vol. 2,2004,8.0,83,558255,80.0
660,Million Dollar Baby,2004,8.1,86,531491,81.0
661,The Incredibles,2004,8.0,90,523301,80.0
662,Spider-Man 2,2004,7.3,83,453338,73.0
663,The Notebook,2004,7.9,53,432782,79.0
664,Shaun of the Dead,2004,8.0,76,430795,80.0
665,Harry Potter and the Prisoner of Azkaban,2004,7.8,82,429823,78.0
666,"I, Robot",2004,7.1,59,425379,71.0
667,Troy,2004,7.2,56,415777,72.0
668,The Butterfly Effect,2004,7.7,30,389088,77.0
669,The Bourne Supremacy,2004,7.8,73,381055,78.0
670,Crash,2004,7.8,69,380233,78.0
671,The Day After Tomorrow,2004,6.4,47,358274,64.0
672,Shrek 2,2004,7.2,75,344242,72.0
673,The Terminal,2004,7.3,55,332614,73.0
674,Saw,2004,7.7,46,325877,77.0
675,Collateral,2004,7.6,71,313258,76.0
676,Ocean's Twelve,2004,6.5,58,306846,65.0
677,The Machinist,2004,7.7,61,305763,77.0
678,Hotel Rwanda,2004,8.1,79,287769,81.0
679,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,287253,72.0
680,Man on Fire,2004,7.7,47,286137,77.0
681,The Aviator,2004,7.5,77,285450,75.0
682,50 First Dates,2004,6.8,48,284674,68.0
683,Der Untergang,2004,8.2,82,273699,82.0
684,Mean Girls,2004,7.0,66,271901,70.0
685,National Treasure,2004,6.9,39,269346,69.0
686,Hellboy,2004,6.8,72,262643,68.0
687,Hauru no ugoku shiro,2004,8.2,80,244126,82.0
688,Meet the Fockers,2004,6.3,41,224401,63.0
689,Van Helsing,2004,6.0,35,212491,60.0
690,The Village,2004,6.5,44,210275,65.0
691,Dawn of the Dead,2004,7.3,59,207142,73.0
692,Dodgeball: A True Underdog Story,2004,6.7,55,199115,67.0
693,Garden State,2004,7.5,67,194474,75.0
694,The Chronicles of Riddick,2004,6.7,38,194145,67.0
695,The Passion of the Christ,2004,7.2,47,189476,72.0
696,Before Sunset,2004,8.0,90,183984,80.0
697,Finding Neverland,2004,7.7,67,182580,77.0
698,The Girl Next Door,2004,6.8,47,180713,68.0
699,Closer,2004,7.3,65,178280,73.0
700,A Series of Unfortunate Events,2004,6.8,62,173015,68.0
701,EuroTrip,2004,6.6,45,171895,66.0
702,Napoleon Dynamite,2004,6.9,64,171596,69.0
703,Resident Evil: Apocalypse,2004,6.2,35,165528,62.0
704,Harold & Kumar Go to White Castle,2004,7.1,64,163698,71.0
705,Sideways,2004,7.5,94,158998,75.0
706,Secret Window,2004,6.6,46,158548,66.0
707,AVP: Alien vs. Predator,2004,5.6,29,158102,56.0
708,The Life Aquatic with Steve Zissou,2004,7.3,62,152149,73.0
709,Alexander,2004,5.6,39,146504,56.0
710,King Arthur,2004,6.3,46,144524,63.0
711,Blade: Trinity,2004,5.9,38,144111,59.0
712,Team America: World Police,2004,7.2,64,143340,72.0
713,Layer Cake,2004,7.4,73,142824,74.0
714,Shark Tale,2004,6.0,48,142778,60.0
715,The Polar Express,2004,6.6,61,134843,66.0
716,13 Going on 30,2004,6.1,57,133193,61.0
717,The Punisher,2004,6.5,33,132604,65.0
718,Starsky & Hutch,2004,6.1,55,125917,61.0
719,The Grudge,2004,5.9,49,123704,59.0
720,Ray,2004,7.7,73,118738,77.0
721,Fahrenheit 9/11,2004,7.5,67,117701,75.0
722,Along Came Polly,2004,5.9,44,112023,59.0
723,White Chicks,2004,5.5,41,108132,55.0
724,Kung fu,2004,7.8,78,107303,78.0
725,The Phantom of the Opera,2004,7.3,40,102729,73.0
726,Shi mian mai fu,2004,7.6,89,97134,76.0
727,Catwoman,2004,3.3,27,93650,33.0
728,The Manchurian Candidate,2004,6.6,76,91783,66.0
729,Super Size Me,2004,7.2,73,90855,72.0
730,The Ladykillers,2004,6.2,56,88907,62.0
731,Diarios de motocicleta,2004,7.8,75,87536,78.0
732,Bridget Jones: The Edge of Reason,2004,5.9,44,86482,59.0
733,Cellular,2004,6.5,60,83036,65.0
734,Primer,2004,6.9,68,81962,69.0
735,Sky Captain and the World of Tomorrow,2004,6.1,64,75581,61.0
736,Around the World in 80 Days,2004,5.8,49,73820,58.0
737,Hidalgo,2004,6.7,54,70810,67.0
738,Spanglish,2004,6.4,48,69450,64.0
739,Taking Lives,2004,6.2,38,69403,62.0
740,A Cinderella Story,2004,5.9,25,68850,59.0
741,Mar adentro,2004,8.0,74,68708,80.0
742,Un long dimanche de fiançailles,2004,7.7,76,65478,77.0
743,Garfield,2004,5.0,27,65223,50.0
744,The SpongeBob SquarePants Movie,2004,7.0,66,64420,70.0
745,The Princess Diaries 2: Royal Engagement,2004,5.7,43,60140,57.0
746,Mysterious Skin,2004,7.7,73,59844,77.0
747,The Forgotten,2004,5.8,43,59656,58.0
748,Banlieue 13,2004,7.2,70,59178,72.0
749,I Heart Huckabees,2004,6.7,55,58651,67.0
750,Walking Tall,2004,6.2,44,57358,62.0
751,Jersey Girl,2004,6.2,43,57338,62.0
752,Wimbledon,2004,6.3,59,54321,63.0
753,The Stepford Wives,2004,5.2,42,52383,52.0
754,Mindhunters,2004,6.4,33,52207,64.0
755,Ella Enchanted,2004,6.3,53,51979,63.0
756,Friday Night Lights,2004,7.3,70,50601,73.0
757,Ladder 49,2004,6.5,47,50504,65.0
758,In Good Company,2004,6.5,66,50364,65.0
759,Nochnoy dozor,2004,6.5,58,48909,65.0
760,The Whole Ten Yards,2004,5.5,24,48437,55.0
761,La mala educación,2004,7.5,81,48386,75.0
762,Les choristes,2004,7.9,56,48050,79.0
763,Flight of the Phoenix,2004,6.1,47,47549,61.0
764,Wicker Park,2004,7.0,40,47528,70.0
765,Alfie,2004,6.2,49,45818,62.0
766,2046,2004,7.5,78,44178,75.0
767,Kinsey,2004,7.1,79,44131,71.0
768,Gegen die Wand,2004,8.0,78,43695,80.0
769,Dead Man's Shoes,2004,7.7,52,42817,77.0
770,Bin-jip,2004,8.1,72,41798,81.0
771,Saved!,2004,6.8,62,41637,68.0
772,After the Sunset,2004,6.3,38,40201,63.0
773,Veer-Zaara,2004,7.9,67,40155,79.0
774,Miracle,2004,7.5,68,39316,75.0
775,Without a Paddle,2004,5.9,29,39291,59.0
776,Shall We Dance,2004,6.1,47,38004,61.0
777,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,37067,50.0
778,Taxi,2004,4.4,27,35224,44.0
779,The Prince & Me,2004,5.9,47,33952,59.0
780,Taegukgi hwinalrimyeo,2004,8.1,64,33800,81.0
781,Raising Helen,2004,6.0,38,32466,60.0
782,The Libertine,2004,6.4,44,32466,64.0
783,Chasing Liberty,2004,6.1,46,31999,61.0
784,Maria Full of Grace,2004,7.5,87,31622,75.0
785,Seed of Chucky,2004,4.9,46,31561,49.0
786,Birth,2004,6.1,50,31305,61.0
787,The Merchant of Venice,2004,7.1,63,31248,71.0
788,Innocence,2004,7.6,66,31157,76.0
789,Christmas with the Kranks,2004,5.2,22,31132,52.0
790,Exorcist: The Beginning,2004,5.1,30,30008,51.0
791,The Woodsman,2004,7.2,72,28949,72.0
792,Melinda and Melinda,2004,6.5,54,28538,65.0
793,Die fetten Jahre sind vorbei,2004,7.5,68,28266,75.0
794,The Final Cut,2004,6.2,43,28120,62.0
795,Mean Creek,2004,7.3,74,27853,73.0
796,Envy,2004,4.8,31,27531,48.0
797,Spartan,2004,6.6,60,27392,66.0
798,Superbabies: Baby Geniuses 2,2004,2.0,9,26889,20.0
799,Club Dread,2004,5.7,45,25046,57.0
800,Torque,2004,4.0,41,24720,40.0
801,Confessions of a Teenage Drama Queen,2004,4.6,33,24632,46.0
802,You Got Served,2004,3.5,37,24183,35.0
803,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,24060,46.0
804,Raise Your Voice,2004,5.9,33,24037,59.0
805,Win a Date with Tad Hamilton!,2004,5.6,52,23995,56.0
806,The Assassination of Richard Nixon,2004,7.0,63,23960,70.0
807,Dirty Dancing: Havana Nights,2004,6.0,39,23605,60.0
808,Godsend,2004,4.8,24,23188,48.0
809,A Love Song for Bobby Long,2004,7.2,48,23069,72.0
810,Millions,2004,6.9,74,22791,69.0
811,Vera Drake,2004,7.7,83,21277,77.0
812,The Perfect Score,2004,5.7,35,20887,57.0
813,Laws of Attraction,2004,5.9,38,19818,59.0
814,Dear Frankie,2004,7.8,63,19594,78.0
815,Soul Plane,2004,4.4,33,19249,44.0
816,9 Songs,2004,4.9,43,19051,49.0
817,New York Minute,2004,4.9,33,18892,49.0
818,Surviving Christmas,2004,5.3,19,18829,53.0
819,Dare mo shiranai,2004,8.1,88,18777,81.0
820,First Daughter,2004,5.0,31,18395,50.0
821,Bride & Prejudice,2004,6.2,55,18217,62.0
822,Vanity Fair,2004,6.2,53,18202,62.0
823,Twisted,2004,5.2,26,18053,52.0
824,Batman Begins,2005,8.3,70,1080966,83.0
825,V for Vendetta,2005,8.2,62,871355,82.0
826,Sin City,2005,8.0,74,691237,80.0
827,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,573098,76.0
828,Harry Potter and the Goblet of Fire,2005,7.7,81,431712,77.0
829,Mr. & Mrs. Smith,2005,6.5,55,380952,65.0
830,War of the Worlds,2005,6.5,73,359432,65.0
831,Charlie and the Chocolate Factory,2005,6.7,72,352678,67.0
832,King Kong,2005,7.2,81,342006,72.0
833,The 40 Year Old Virgin,2005,7.1,73,335640,71.0
834,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,312068,69.0
835,Wedding Crashers,2005,7.0,64,296224,70.0
836,Madagascar,2005,6.9,57,295903,69.0
837,Fantastic Four,2005,5.7,40,280963,57.0
838,Brokeback Mountain,2005,7.7,87,277730,77.0
839,The Island,2005,6.9,50,276325,69.0
840,Lord of War,2005,7.6,62,262589,76.0
841,Hitch,2005,6.6,58,260637,66.0
842,Serenity,2005,7.9,74,255769,79.0
843,Constantine,2005,6.9,50,254897,69.0
844,Kingdom of Heaven,2005,7.2,63,233621,72.0
845,Corpse Bride,2005,7.4,83,206687,74.0
846,Saw II,2005,6.6,40,202723,66.0
847,A History of Violence,2005,7.5,81,199594,75.0
848,Walk the Line,2005,7.9,72,199461,79.0
849,Thank You for Smoking,2005,7.6,71,198978,76.0
850,Kiss Kiss Bang Bang,2005,7.6,72,188955,76.0
851,Munich,2005,7.6,74,187028,76.0
852,Match Point,2005,7.7,72,179585,77.0
853,The Descent,2005,7.2,71,169221,72.0
854,Transporter 2,2005,6.3,56,168304,63.0
855,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,165783,68.0
856,Cinderella Man,2005,8.0,69,157454,80.0
857,Jarhead,2005,7.0,58,152817,70.0
858,Hostel,2005,5.9,55,148779,59.0
859,The Longest Yard,2005,6.4,48,140342,64.0
860,Hard Candy,2005,7.1,58,139241,71.0
861,Flightplan,2005,6.2,53,134683,62.0
862,Hooligans,2005,7.5,55,126358,75.0
863,Memoirs of a Geisha,2005,7.4,54,125123,74.0
864,The Constant Gardener,2005,7.5,82,118048,75.0
865,Fun with Dick and Jane,2005,6.1,47,117659,61.0
866,Four Brothers,2005,6.9,49,117481,69.0
867,Syriana,2005,7.0,76,115104,70.0
868,Æon Flux,2005,5.5,36,114725,55.0
869,Robots,2005,6.3,64,112172,63.0
870,Capote,2005,7.4,88,108493,74.0
871,The Curse of the Were-Rabbit,2005,7.5,87,106003,75.0
872,The Brothers Grimm,2005,5.9,51,104033,59.0
873,The Exorcism of Emily Rose,2005,6.7,46,103843,67.0
874,Coach Carter,2005,7.3,57,101087,73.0
875,House of Wax,2005,5.3,41,100822,53.0
876,Red Eye,2005,6.5,71,99331,65.0
877,The Jacket,2005,7.1,44,98360,71.0
878,Hostage,2005,6.6,44,97755,66.0
879,The Skeleton Key,2005,6.5,47,93937,65.0
880,Doom,2005,5.2,34,92707,52.0
881,The Amityville Horror,2005,6.0,33,92075,60.0
882,Unleashed,2005,7.0,58,89776,70.0
883,Brick,2005,7.4,72,89661,74.0
884,The Interpreter,2005,6.4,62,89546,64.0
885,Just Friends,2005,6.2,47,88601,62.0
886,Just Like Heaven,2005,6.7,47,87714,67.0
887,"Good Night, and Good Luck.",2005,7.5,80,87075,75.0
888,Broken Flowers,2005,7.2,79,86777,72.0
889,Land of the Dead,2005,6.2,71,82858,62.0
890,Sahara,2005,6.0,41,81728,60.0
891,The Devil's Rejects,2005,6.9,53,81132,69.0
892,Waiting...,2005,6.8,30,79654,68.0
893,Revolver,2005,6.5,25,79187,65.0
894,The Ring Two,2005,5.4,44,78988,54.0
895,The Legend of Zorro,2005,5.9,47,78143,59.0
896,Elektra,2005,4.8,34,76141,48.0
897,The New World,2005,6.7,69,74862,67.0
898,Zathura: A Space Adventure,2005,6.1,67,74641,61.0
899,Hide and Seek,2005,5.9,35,74169,59.0
900,The Pacifier,2005,5.6,30,73251,56.0
901,The Weather Man,2005,6.6,61,71887,66.0
902,Chicken Little,2005,5.8,48,70596,58.0
903,The Dukes of Hazzard,2005,5.1,33,69143,51.0
904,Assault on Precinct 13,2005,6.3,54,68263,63.0
905,Into the Blue,2005,5.8,45,66740,58.0
906,Sky High,2005,6.2,62,66670,62.0
907,Stay,2005,6.9,41,65720,69.0
908,Derailed,2005,6.6,40,65237,66.0
909,The Squid and the Whale,2005,7.4,82,64841,74.0
910,Be Cool,2005,5.7,37,61914,57.0
911,Bewitched,2005,4.8,34,61631,48.0
912,Elizabethtown,2005,6.4,45,61256,64.0
913,A Lot Like Love,2005,6.6,48,61233,66.0
914,Domino,2005,6.0,36,60078,60.0
915,Wolf Creek,2005,6.3,54,59620,63.0
916,Caché,2005,7.3,83,59208,73.0
917,xXx: State of the Union,2005,4.4,37,59027,44.0
918,Chinjeolhan geumjassi,2005,7.6,75,59007,76.0
919,Harsh Times,2005,6.9,56,57346,69.0
920,Miss Congeniality 2: Armed and Fabulous,2005,5.0,34,56678,50.0
921,Nanny McPhee,2005,6.6,59,55371,66.0
922,In Her Shoes,2005,6.5,60,54309,65.0
923,Goal!,2005,6.7,53,54054,67.0
924,Dark Water,2005,5.6,52,53310,56.0
925,Everything Is Illuminated,2005,7.5,58,52818,75.0
926,The Family Stone,2005,6.3,56,52177,63.0
927,March of the Penguins,2005,7.6,79,50133,76.0
928,Hoodwinked!,2005,6.5,45,49013,65.0
929,The Sisterhood of the Traveling Pants,2005,6.5,66,47868,65.0
930,Monster-in-Law,2005,5.5,31,47490,55.0
931,Stealth,2005,5.0,35,47220,50.0
932,Casanova,2005,6.5,57,46753,65.0
933,The World's Fastest Indian,2005,7.8,68,46660,78.0
934,Lords of Dogtown,2005,7.1,56,46567,71.0
935,Cheaper by the Dozen 2,2005,5.5,34,46422,55.0
936,The Proposition,2005,7.4,73,45042,74.0
937,Grizzly Man,2005,7.8,87,44940,78.0
938,Son of the Mask,2005,2.2,20,44702,22.0
939,Rumor Has It...,2005,5.5,35,44192,55.0
940,Rent,2005,7.0,53,43801,70.0
941,White Noise,2005,5.5,30,43636,55.0
942,Deuce Bigalow: European Gigolo,2005,4.6,23,43448,46.0
943,The Wedding Date,2005,6.1,32,41684,61.0
944,The Matador,2005,6.8,65,41548,68.0
945,Herbie Fully Loaded,2005,4.8,47,39161,48.0
946,Alone in the Dark,2005,2.3,9,38942,23.0
947,Two for the Money,2005,6.2,50,38772,62.0
948,Get Rich or Die Tryin',2005,5.1,45,38742,51.0
949,Adams æbler,2005,7.8,51,38608,78.0
950,Proof,2005,6.8,64,38546,68.0
951,Fever Pitch,2005,6.2,56,37948,62.0
952,Transamerica,2005,7.4,66,37671,74.0
953,The Producers,2005,6.4,52,36735,64.0
954,Prime,2005,6.2,58,36715,62.0
955,Guess Who,2005,5.9,49,35592,59.0
956,The Three Burials of Melquiades Estrada,2005,7.4,77,35564,74.0
957,Hustle & Flow,2005,7.4,68,34995,74.0
958,North Country,2005,7.3,68,34757,73.0
959,Me and You and Everyone We Know,2005,7.3,76,32434,73.0
960,The Ringer,2005,5.8,46,32343,58.0
961,Kicking & Screaming,2005,5.6,45,31889,56.0
962,Tom yum goong,2005,7.1,52,31823,71.0
963,BloodRayne,2005,2.9,18,31530,29.0
964,The Fog,2005,3.6,27,31018,36.0
965,The Cave,2005,5.1,30,30447,51.0
966,Keeping Mum,2005,6.8,53,29790,68.0
967,C.R.A.Z.Y.,2005,8.0,81,28847,80.0
968,Tideland,2005,6.5,26,28412,65.0
969,Angel-A,2005,7.1,48,27980,71.0
970,Must Love Dogs,2005,5.9,46,27497,59.0
971,Cursed,2005,5.0,31,27483,50.0
972,Boogeyman,2005,4.1,32,27448,41.0
973,Oliver Twist,2005,6.9,65,27213,69.0
974,Feast,2005,6.4,43,26793,64.0
975,Tsotsi,2005,7.3,70,25898,73.0
976,An Unfinished Life,2005,7.0,49,25670,70.0
977,Imagine Me & You,2005,6.8,49,25203,68.0
978,The Perfect Man,2005,5.5,27,25002,55.0
979,Are We There Yet?,2005,4.6,27,24591,46.0
980,Cry Wolf,2005,5.9,39,23899,59.0
981,The Greatest Game Ever Played,2005,7.5,55,23870,75.0
982,Sophie Scholl - Die letzten Tage,2005,7.7,76,23587,77.0
983,Joyeux Noël,2005,7.8,70,23479,78.0
984,"Yours, Mine & Ours",2005,5.4,38,23306,54.0
985,An American Haunting,2005,5.0,38,23020,50.0
986,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,22816,35.0
987,The Man,2005,5.5,33,22744,55.0
988,Shopgirl,2005,6.4,62,21886,64.0
989,The Ice Harvest,2005,6.3,62,21538,63.0
990,Ice Princess,2005,6.0,55,21296,60.0
991,Mirrormask,2005,6.9,55,20979,69.0
992,Man of the House,2005,5.4,35,20738,54.0
993,Paradise Now,2005,7.5,71,20537,75.0
994,The Departed,2006,8.5,85,967283,85.0
995,The Prestige,2006,8.5,66,949519,85.0
996,300,2006,7.7,52,650581,77.0
997,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,570026,73.0
998,Pan's Labyrinth,2006,8.2,98,514515,82.0
999,Casino Royale,2006,8.0,80,505633,80.0
1000,Blood Diamond,2006,8.0,64,431792,80.0
1001,X-Men: The Last Stand,2006,6.7,58,416993,67.0
1002,Children of Men,2006,7.9,84,393728,79.0
1003,Little Miss Sunshine,2006,7.8,80,382427,78.0
1004,The Pursuit of Happyness,2006,8.0,64,371136,80.0
1005,The Da Vinci Code,2006,6.6,46,346263,66.0
1006,The Illusionist,2006,7.6,68,317340,76.0
1007,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,313799,73.0
1008,The Devil Wears Prada,2006,6.8,62,309707,68.0
1009,Cars,2006,7.1,73,293460,71.0
1010,Inside Man,2006,7.6,76,291508,76.0
1011,The Lives of Others,2006,8.5,89,287428,85.0
1012,Lucky Number Slevin,2006,7.8,53,276660,78.0
1013,Mission: Impossible III,2006,6.9,66,276627,69.0
1014,Click,2006,6.4,45,264818,64.0
1015,Night at the Museum,2006,6.4,48,259332,64.0
1016,Deja Vu,2006,7.0,59,259011,70.0
1017,Babel,2006,7.5,69,258228,75.0
1018,Apocalypto,2006,7.8,68,253402,78.0
1019,Superman Returns,2006,6.1,72,250168,61.0
1020,Ice Age: The Meltdown,2006,6.8,58,212876,68.0
1021,Crank,2006,7.0,57,209073,70.0
1022,The Fountain,2006,7.3,51,204060,73.0
1023,Perfume: The Story of a Murderer,2006,7.5,56,203796,75.0
1024,The Fast and the Furious: Tokyo Drift,2006,6.0,45,199924,60.0
1025,The Holiday,2006,6.9,52,198642,69.0
1026,Stranger Than Fiction,2006,7.6,67,197477,76.0
1027,Silent Hill,2006,6.6,31,189885,66.0
1028,Rocky Balboa,2006,7.2,63,175214,72.0
1029,Underworld: Evolution,2006,6.7,36,170345,67.0
1030,The Last King of Scotland,2006,7.7,74,155516,77.0
1031,Saw III,2006,6.2,48,153776,62.0
1032,Happy Feet,2006,6.5,77,144851,65.0
1033,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,140888,66.0
1034,The Hills Have Eyes,2006,6.4,52,139754,64.0
1035,Letters from Iwo Jima,2006,7.9,89,139379,79.0
1036,Over the Hedge,2006,6.7,67,136802,67.0
1037,Smokin' Aces,2006,6.7,45,126152,67.0
1038,She's the Man,2006,6.4,45,126144,64.0
1039,The Lake House,2006,6.8,52,121493,68.0
1040,Snakes on a Plane,2006,5.6,58,120570,56.0
1041,Clerks II,2006,7.4,65,119605,74.0
1042,Idiocracy,2006,6.6,66,118762,66.0
1043,16 Blocks,2006,6.6,63,117053,66.0
1044,Eragon,2006,5.1,38,112589,51.0
1045,Final Destination 3,2006,5.8,41,111113,58.0
1046,Accepted,2006,6.5,47,111039,65.0
1047,The Break-Up,2006,5.8,45,108655,58.0
1048,Flags of Our Fathers,2006,7.1,79,106547,71.0
1049,This Is England,2006,7.7,86,104336,77.0
1050,Scary Movie 4,2006,5.1,40,99859,51.0
